store;websites;sku;qty;use_config_min_qty;is_qty_decimal;backorders;use_config_backorders;use_config_min_sale_qty;use_config_max_sale_qty;is_in_stock;use_config_notify_stock_qty;manage_stock;use_config_manage_stock;stock_status_changed_auto;use_config_qty_increments;use_config_enable_qty_inc;enable_qty_increments;is_decimal_divided;stock_status_changed_automatically;use_config_enable_qty_increments
admin;base,placas;10492;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10525;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10526;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10555;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10557;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10558;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10569;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10588;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10589;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10594;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10607;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10608;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10609;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10615;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10638;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10641;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10642;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10644;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10648;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10649;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10661;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10665;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10674;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10675;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10678;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10679;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10688;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10690;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10694;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10702;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10703;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10732;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10748;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10758;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10764;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10767;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10790;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10791;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10801;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10809;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10811;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10858;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10862;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10863;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10867;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10872;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10894;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10895;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10896;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10934;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10937;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10957;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10958;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10959;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10961;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10962;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10981;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10991;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;10992;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11000;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11009;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11010;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11011;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11029;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11048;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11049;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11051;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11052;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11053;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11053;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11054;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11055;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11056;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11058;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11059;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11066;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11066;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11066;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11066;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11066;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11066;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11066;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11066;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11066;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11066;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11066;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11075;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11077;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11084;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11092;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11093;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11102;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11111;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11141;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11142;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11145;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11149;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11150;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11154;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11155;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11156;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11158;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11160;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11169;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11171;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11175;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11187;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11203;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11205;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11210;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11224;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11241;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11246;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11246;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11246;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11260;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11261;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11263;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11264;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11265;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11266;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11268;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11269;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11279;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11299;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11303;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11323;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11334;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11361;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11374;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11375;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11378;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11379;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11394;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11395;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11396;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11400;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11401;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11402;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11432;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11441;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11445;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11449;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11470;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11478;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11490;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11493;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11495;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11499;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11501;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11509;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11511;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11514;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11520;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11530;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11531;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11533;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11547;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11550;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11554;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11555;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11561;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11562;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11579;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11581;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11583;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11584;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11585;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11596;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11598;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11614;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11615;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11616;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11619;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11620;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11621;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11622;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11633;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11639;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11640;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11657;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11658;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11659;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11660;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11661;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11668;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11676;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11682;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11699;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11705;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11708;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11708;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11708;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11708;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11708;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11708;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11708;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11708;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11708;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11708;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11708;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11708;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11708;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11708;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11708;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11708;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11708;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11708;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11709;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11709;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11709;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11709;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11709;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11709;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11717;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11747;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11749;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11751;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11755;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11776;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11777;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11778;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11793;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11794;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11804;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11805;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11807;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11808;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11809;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11811;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11812;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11813;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11814;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11824;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11825;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11838;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11842;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11845;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11854;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11856;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11868;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11870;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11875;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11878;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11880;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11895;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11895;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11895;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11895;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11914;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11921;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11922;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11923;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11947;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11950;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11971;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11973;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11978;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11979;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11991;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11992;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11993;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;11994;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;12012;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;12014;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;12018;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;12026;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;12027;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;12028;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;12029;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;12030;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;12033;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;12034;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;12035;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;12048;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;12049;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;12051;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;12058;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;12060;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;12062;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;12079;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;12082;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;12085;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;12087;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;12095;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;12108;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;12112;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;12114;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;12115;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;12116;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;12119;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;12123;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;12127;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
admin;base,placas;12128;0;1;0;2;0;0;1;1;1;1;1;0;1;1;1;0;0;1
